workload,trial_idx,datetime,accumulated_submission_time,accuracy,loss,global_step,epoch,steps_per_epoch,global_start_time,goal_reached,is_time_remaining,training_complete,batch_size,hparam.learning_rate,hparam.momentum,workload.eval_period_time_sec,workload.max_allowed_runtime_sec,workload.num_eval_train_examples,workload.num_train_examples,workload.num_validation_examples,workload.target_value,extra.cifar10.target_value,extra.cifar10_custom.aug_fliplr,extra.cifar10_custom.aug_width_shift_max,extra.cifar10_custom.aug_height_shift_max,cpu.util.avg_percent_since_last,cpu.freq.current,mem.total,mem.available,mem.used,mem.percent_used,mem.read_bytes_since_boot,mem.write_bytes_since_boot,net.bytes_sent_since_boot,net.bytes_recv_since_boot,gpu.count,gpu.0.compute.util,gpu.0.mem.util,gpu.0.mem.total,gpu.0.mem.used,gpu.0.mem.free,gpu.0.temp.current,gpu.avg.compute.util,gpu.avg.mem.util,gpu.avg.mem.total,gpu.avg.mem.used,gpu.avg.mem.free,gpu.avg.temp.current
cifar10_jax_custom,5,2022-04-07T16:39:16.567191,0.9397566318511964,0.0994000062346458,2.3039112091064453,0,0.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.1,2194.842,186810937344,171500834816,14001500160,8.2,422542683648,223879236608,3973643702823,35540240530029,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,5,2022-04-07T16:39:29.963801,10.018826484680176,0.3297000229358673,1.8976492881774905,781,1.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171283709952,14217990144,8.3,422542683648,223879236608,3973643707730,35540240533405,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0
cifar10_jax_custom,5,2022-04-07T16:39:43.514865,19.11841607093811,0.4370000064373016,1.5548571348190308,1562,2.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171144413184,14358192128,8.4,422542683648,223879236608,3973645921157,35540240573916,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0
cifar10_jax_custom,5,2022-04-07T16:39:56.887596,28.10553503036499,0.4815000295639038,1.4532508850097656,2343,3.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171144278016,14358081536,8.4,422542683648,223879377920,3973648135686,35540240615874,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0
cifar10_jax_custom,5,2022-04-07T16:40:10.156427,37.03621220588684,0.5171000361442566,1.3312170505523682,3124,4.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171366653952,14135459840,8.3,422542683648,223879500288,3973650351072,35540240650955,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0
cifar10_jax_custom,5,2022-04-07T16:40:23.143997,45.64300775527954,0.5552999973297119,1.2452819347381592,3905,5.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171130724352,14371659776,8.4,422542683648,223879640576,3973652568952,35540240682755,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,5,2022-04-07T16:40:36.759370,54.80916953086853,0.604200005531311,1.1075677871704102,4686,6.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.3,2194.842,186810937344,171270942720,14231515136,8.3,422542683648,223879640576,3973654784752,35540240722566,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,5,2022-04-07T16:40:50.238537,63.89426636695862,0.6158000230789185,1.0784080028533936,5467,7.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171132641280,14368935936,8.4,422542683648,223879816704,3973657001413,35540240761656,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,5,2022-04-07T16:41:03.662749,72.86961913108826,0.6451000571250916,1.0043388605117798,6248,8.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171144552448,14357901312,8.4,422542683648,223879890944,3973659218569,35540240797150,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,5,2022-04-07T16:41:16.616791,81.52381920814514,0.6730000376701355,0.9360250234603882,7029,9.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171500298240,14001909760,8.2,422542683648,223880058368,3973661436574,35540240833389,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,5,2022-04-07T16:41:29.869541,90.26079154014587,0.6751000285148621,0.9335649013519288,7810,10.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171144327168,14357635072,8.4,422542683648,223880058368,3973663657449,35540240872959,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,5,2022-04-07T16:41:43.197467,99.13248324394226,0.691800057888031,0.8808215260505676,8591,11.0,781,1649363952.0686183,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171274223616,14228262912,8.3,422542683648,223880058368,3973665876310,35540240911878,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
