workload,trial_idx,datetime,accumulated_submission_time,accuracy,loss,global_step,epoch,steps_per_epoch,global_start_time,goal_reached,is_time_remaining,training_complete,batch_size,hparam.learning_rate,hparam.momentum,workload.eval_period_time_sec,workload.max_allowed_runtime_sec,workload.num_eval_train_examples,workload.num_train_examples,workload.num_validation_examples,workload.target_value,extra.cifar10.target_value,extra.cifar10_custom.aug_fliplr,extra.cifar10_custom.aug_width_shift_max,extra.cifar10_custom.aug_height_shift_max,cpu.util.avg_percent_since_last,cpu.freq.current,mem.total,mem.available,mem.used,mem.percent_used,mem.read_bytes_since_boot,mem.write_bytes_since_boot,net.bytes_sent_since_boot,net.bytes_recv_since_boot,gpu.count,gpu.0.compute.util,gpu.0.mem.util,gpu.0.mem.total,gpu.0.mem.used,gpu.0.mem.free,gpu.0.temp.current,gpu.avg.compute.util,gpu.avg.mem.util,gpu.avg.mem.total,gpu.avg.mem.used,gpu.avg.mem.free,gpu.avg.temp.current
cifar10_jax_custom,3,2022-04-07T16:29:48.240760,0.9461305141448976,0.0880000069737434,2.304329395294189,0,0.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.1,2194.842,186810937344,171500785664,14001328128,8.2,422542683648,223875276800,3973554814969,35540239246681,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,3,2022-04-07T16:30:01.632281,10.011343479156494,0.3185000121593475,1.925010681152344,781,1.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171246284800,14255828992,8.3,422542683648,223875276800,3973554821120,35540239249463,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,3,2022-04-07T16:30:15.108764,18.963154315948486,0.4165000319480896,1.6242952346801758,1562,2.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171367116800,14135267328,8.3,422542683648,223875531264,3973557036890,35540239279580,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0
cifar10_jax_custom,3,2022-04-07T16:30:28.599900,27.988128185272217,0.4930000305175781,1.4108208417892456,2343,3.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171499921408,14002552832,8.2,422542683648,223875531264,3973559254804,35540239310328,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0
cifar10_jax_custom,3,2022-04-07T16:30:41.464854,36.38434457778931,0.5315999984741211,1.3155059814453125,3124,4.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.3,2194.842,186810937344,171418648576,14083825664,8.2,422542683648,223875531264,3973561472976,35540239346189,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0
cifar10_jax_custom,3,2022-04-07T16:30:54.944780,45.308101654052734,0.5567000508308411,1.2374448776245115,3905,5.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171575209984,13927018496,8.2,422542683648,223875698688,3973563690868,35540239374699,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0
cifar10_jax_custom,3,2022-04-07T16:31:07.734422,53.69866466522217,0.5843999981880188,1.158864140510559,4686,6.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171423064064,14078918656,8.2,422542683648,223875804160,3973565908374,35540239396354,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0
cifar10_jax_custom,3,2022-04-07T16:31:21.277514,62.512829542160034,0.6055999994277954,1.1144235134124756,5467,7.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171499937792,14002569216,8.2,422542683648,223875927040,3973568127269,35540239421520,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,3,2022-04-07T16:31:34.274168,71.00410509109497,0.6232000589370728,1.0576744079589844,6248,8.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171388530688,14114246656,8.3,422542683648,223875927040,3973570347739,35540239448286,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,3,2022-04-07T16:31:47.142239,79.40639543533325,0.6408000588417053,1.0281344652175903,7029,9.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171317223424,14185308160,8.3,422542683648,223876110848,3973572568774,35540239473427,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,3,2022-04-07T16:32:00.311930,88.09146046638489,0.648900032043457,1.0071959495544434,7810,10.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171573821440,13928464384,8.2,422542683648,223876110848,3973574788451,35540239503307,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,3,2022-04-07T16:32:13.608435,96.9407835006714,0.6655000448226929,0.9533331394195556,8591,11.0,781,1649363383.7260587,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171444994048,14057046016,8.2,422542683648,223876211200,3973577008865,35540239525952,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
