workload,trial_idx,datetime,accumulated_submission_time,accuracy,loss,global_step,epoch,steps_per_epoch,global_start_time,goal_reached,is_time_remaining,training_complete,batch_size,hparam.learning_rate,hparam.momentum,workload.eval_period_time_sec,workload.max_allowed_runtime_sec,workload.num_eval_train_examples,workload.num_train_examples,workload.num_validation_examples,workload.target_value,extra.cifar10.target_value,extra.cifar10_custom.aug_fliplr,extra.cifar10_custom.aug_width_shift_max,extra.cifar10_custom.aug_height_shift_max,cpu.util.avg_percent_since_last,cpu.freq.current,mem.total,mem.available,mem.used,mem.percent_used,mem.read_bytes_since_boot,mem.write_bytes_since_boot,net.bytes_sent_since_boot,net.bytes_recv_since_boot,gpu.count,gpu.0.compute.util,gpu.0.mem.util,gpu.0.mem.total,gpu.0.mem.used,gpu.0.mem.free,gpu.0.temp.current,gpu.avg.compute.util,gpu.avg.mem.util,gpu.avg.mem.total,gpu.avg.mem.used,gpu.avg.mem.free,gpu.avg.temp.current
cifar10_jax_custom,2,2022-04-07T16:25:18.233860,0.9283266067504884,0.1063000038266182,2.3010923862457275,0,0.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.1,2194.842,186810937344,171498508288,14003912704,8.2,422542683648,223873551360,3973512614797,35540238689090,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0
cifar10_jax_custom,2,2022-04-07T16:25:31.535643,9.840261936187744,0.3641000092029571,1.7927014827728271,781,1.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171563294720,13939175424,8.2,422542683648,223873551360,3973512622033,35540238692060,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,33.0
cifar10_jax_custom,2,2022-04-07T16:25:44.669637,18.25462818145752,0.4474000334739685,1.5428380966186523,1562,2.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.1,2194.842,186810937344,171192143872,14310080512,8.4,422542683648,223873727488,3973514838917,35540238718763,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,2,2022-04-07T16:25:57.459279,26.624772548675537,0.5157999992370605,1.3498328924179075,2343,3.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171558371328,13943607296,8.2,422542683648,223873727488,3973517056601,35540238745123,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,2,2022-04-07T16:26:10.671129,35.399269104003906,0.5321000218391418,1.2967195510864258,3124,4.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171476406272,14026096640,8.2,422542683648,223873831936,3973519275925,35540238771626,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,2,2022-04-07T16:26:23.952762,44.264723777771,0.5714000463485718,1.1989014148712158,3905,5.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171321905152,14180868096,8.3,422542683648,223873970176,3973521495681,35540238791836,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,2,2022-04-07T16:26:37.384394,53.1668918132782,0.5683000087738037,1.2227267026901243,4686,6.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171373920256,14128545792,8.3,422542683648,223873970176,3973523714079,35540238820679,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0
cifar10_jax_custom,2,2022-04-07T16:26:50.654023,62.01591062545776,0.6152000427246094,1.0917279720306396,5467,7.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.3,2194.842,186810937344,171578335232,13923885056,8.2,422542683648,223874121216,3973525933405,35540238852307,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,31.0
cifar10_jax_custom,2,2022-04-07T16:27:03.509935,70.42973899841309,0.6322000026702881,1.0375633239746094,6248,8.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171514908672,13987065856,8.2,422542683648,223874210816,3973528153381,35540238882997,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
cifar10_jax_custom,2,2022-04-07T16:27:16.860738,79.2745053768158,0.6336000561714172,1.0590060949325562,7029,9.0,781,1649363113.7656562,False,True,False,64,0.001,0.9,30,3600,50000,50000,10000,1.0,1.0,0.5,2,2,5.2,2194.842,186810937344,171325296640,14177202176,8.3,422542683648,223874373120,3973530371604,35540238912246,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,32.0
