workload,trial_idx,datetime,accumulated_submission_time,accuracy,loss,global_step,epoch,steps_per_epoch,global_start_time,goal_reached,is_time_remaining,training_complete,batch_size,hparam.learning_rate,hparam.momentum,workload.eval_period_time_sec,workload.max_allowed_runtime_sec,workload.num_eval_train_examples,workload.num_train_examples,workload.num_validation_examples,workload.target_value,extra.coil100.target_value,cpu.util.avg_percent_since_last,cpu.freq.current,mem.total,mem.available,mem.used,mem.percent_used,mem.read_bytes_since_boot,mem.write_bytes_since_boot,net.bytes_sent_since_boot,net.bytes_recv_since_boot,gpu.count,gpu.0.compute.util,gpu.0.mem.util,gpu.0.mem.total,gpu.0.mem.used,gpu.0.mem.free,gpu.0.temp.current,gpu.avg.compute.util,gpu.avg.mem.util,gpu.avg.mem.total,gpu.avg.mem.used,gpu.avg.mem.free,gpu.avg.temp.current
coil100_jax_dropout,2,2022-04-11T19:26:36.729002,3.48453426361084,0.0131944445893168,4.567964553833008,0,0.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,7.9,2194.842,186810937344,159665635328,24699756544,14.5,423024261120,224981536768,4025631237262,36562982510044,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,36.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,36.0
coil100_jax_dropout,2,2022-04-11T19:26:55.662332,6.103061676025391,0.0590277798473835,4.30781888961792,90,1.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,7.9,2194.842,186810937344,159337291776,25028124672,14.7,423024261120,224981536768,4025635729106,36562982604052,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,2,2022-04-11T19:27:14.998227,8.734114646911621,0.3659722208976745,2.950856924057007,180,2.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,7.9,2194.842,186810937344,158359863296,26005667840,15.2,423024261120,224981538304,4025658732218,36562982934693,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,2,2022-04-11T19:27:34.818449,11.3974506855011,0.612500011920929,1.7021243572235107,270,3.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,7.6,2194.842,186810937344,168772386816,16159043584,9.7,423024261120,224981576192,4025676854886,36562983090491,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,2,2022-04-11T19:27:54.054659,14.087061882019045,0.8368055820465088,0.7049437761306763,360,4.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,168499953664,16431312896,9.8,423024261120,224981654016,4025694917176,36562983240679,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,2,2022-04-11T19:28:13.056944,16.76215958595276,0.9000000357627869,0.3368084132671356,450,5.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,168215601152,16715354112,10.0,423024261120,224981917696,4025712993490,36562983385310,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,2,2022-04-11T19:28:31.946263,19.293193817138672,0.9513888955116272,0.2008552849292755,540,6.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,168218247168,16713809920,10.0,423024261120,224981917696,4025731066236,36562983541052,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,2,2022-04-11T19:28:50.634212,21.824838876724243,0.9618055820465088,0.1351882219314575,630,7.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,167932411904,16999645184,10.1,423024261120,224982017024,4025749145670,36562983716867,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,2,2022-04-11T19:29:09.468182,24.33666300773621,0.9722222685813904,0.0829779356718063,720,8.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,167649222656,17282834432,10.3,423024261120,224982018560,4025767238074,36562983884548,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,2,2022-04-11T19:29:29.101299,26.923450231552124,0.975000023841858,0.0647071823477745,810,9.0,90,1649719579.2119355,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,167365214208,17566842880,10.4,423024261120,224982018560,4025785315794,36562984033174,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
