workload,trial_idx,datetime,accumulated_submission_time,accuracy,loss,global_step,epoch,steps_per_epoch,global_start_time,goal_reached,is_time_remaining,training_complete,batch_size,hparam.learning_rate,hparam.momentum,workload.eval_period_time_sec,workload.max_allowed_runtime_sec,workload.num_eval_train_examples,workload.num_train_examples,workload.num_validation_examples,workload.target_value,extra.coil100.target_value,cpu.util.avg_percent_since_last,cpu.freq.current,mem.total,mem.available,mem.used,mem.percent_used,mem.read_bytes_since_boot,mem.write_bytes_since_boot,net.bytes_sent_since_boot,net.bytes_recv_since_boot,gpu.count,gpu.0.compute.util,gpu.0.mem.util,gpu.0.mem.total,gpu.0.mem.used,gpu.0.mem.free,gpu.0.temp.current,gpu.avg.compute.util,gpu.avg.mem.util,gpu.avg.mem.total,gpu.avg.mem.used,gpu.avg.mem.free,gpu.avg.temp.current
coil100_jax_dropout,5,2022-04-11T20:35:04.457854,3.42289400100708,0.0076388888992369,4.57567024230957,0,0.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,165788745728,19143065600,11.3,423024277504,224987437056,4027078233925,36563005511336,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,5,2022-04-11T20:35:23.120269,6.099745273590088,0.0520833358168602,4.393829345703125,90,1.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,165622624256,19309187072,11.3,423024277504,224987439104,4027082697701,36563005566841,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,5,2022-04-11T20:35:41.805635,8.776533126831055,0.3236111104488373,3.1019628047943115,180,2.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,165311234048,19620823040,11.5,423024277504,224987451392,4027102948438,36563005759367,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,5,2022-04-11T20:36:00.435036,11.429852962493896,0.5854166746139526,1.889719009399414,270,3.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,165082722304,19849170944,11.6,423024277504,224987484672,4027121077960,36563005889207,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,5,2022-04-11T20:36:19.481064,14.12121558189392,0.7930555939674377,0.926202952861786,360,4.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,164745670656,20185911296,11.8,423024277504,224987622912,4027139138512,36563006046292,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,5,2022-04-11T20:36:39.099812,16.74216651916504,0.8777778148651123,0.4897711873054504,450,5.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,164746199040,20185071616,11.8,423024277504,224987622912,4027157211600,36563006213639,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,5,2022-04-11T20:36:57.852269,19.441872358322144,0.9368056058883668,0.2303980588912964,540,6.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,164423790592,20508131328,12.0,423024277504,224987624448,4027175302754,36563006390713,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,5,2022-04-11T20:37:16.513920,22.09723734855652,0.9631944894790648,0.1416996419429779,630,7.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,164129333248,20802277376,12.1,423024277504,224987625984,4027193362216,36563006542778,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,5,2022-04-11T20:37:35.214929,24.752872467041016,0.9722222685813904,0.0872586593031883,720,8.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,163845746688,21086515200,12.3,423024277504,224987625984,4027211436916,36563006651438,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,5,2022-04-11T20:37:53.901709,27.39215040206909,0.976388931274414,0.0633773580193519,810,9.0,90,1649723687.6480997,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,5.3,2194.842,186810937344,163845722112,21086334976,12.3,423024277504,224987625984,4027229487828,36563006807657,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
